var_x,type_x,var_y,type_y,method,effect_size,p_value,n
source,categorical,availability_60,numeric,anova_eta2,0.22331328525374808,0.0,10480
source,categorical,availability_90,numeric,anova_eta2,0.25649749247290105,0.0,10480
source,categorical,availability_365,numeric,anova_eta2,0.30764226397628425,0.0,10480
source,categorical,number_of_reviews,numeric,anova_eta2,0.030745401116864326,3.931934119689063e-73,10480
source,categorical,number_of_reviews_ltm,numeric,anova_eta2,0.04180935067359069,2.551890864816821e-99,10480
source,categorical,number_of_reviews_l30d,numeric,anova_eta2,0.03209488720762681,2.6018773139943526e-76,10480
source,categorical,availability_eoy,numeric,anova_eta2,0.27200166405536325,0.0,10480
source,categorical,number_of_reviews_ly,numeric,anova_eta2,0.03706214646133891,4.7592214450971224e-88,10480
source,categorical,estimated_occupancy_l365d,numeric,anova_eta2,0.10566382280747989,1.959579945152509e-256,10480
source,categorical,review_scores_rating,numeric,anova_eta2,0.00194025956124471,1.9697866388721085e-05,9383
source,categorical,review_scores_accuracy,numeric,anova_eta2,0.0028936704946207568,1.85038215482751e-07,9383
source,categorical,review_scores_cleanliness,numeric,anova_eta2,1.6980844146859703e-05,0.6898265653035425,9382
source,categorical,review_scores_checkin,numeric,anova_eta2,0.00013701547915874156,0.2569044811916701,9383
source,categorical,review_scores_communication,numeric,anova_eta2,0.0014766872787181353,0.00019670472000986067,9383
source,categorical,review_scores_location,numeric,anova_eta2,0.0007683052723920531,0.007250424328155968,9383
source,categorical,review_scores_value,numeric,anova_eta2,0.000934368831743679,0.003064027558339913,9383
source,categorical,calculated_host_listings_count,numeric,anova_eta2,0.011102758965597285,2.9001070784807947e-27,10480
source,categorical,calculated_host_listings_count_entire_homes,numeric,anova_eta2,0.0039000177073111653,1.5678844434695363e-10,10480
source,categorical,calculated_host_listings_count_private_rooms,numeric,anova_eta2,0.007508841871981362,6.303619769686371e-19,10480
source,categorical,calculated_host_listings_count_shared_rooms,numeric,anova_eta2,0.0011890964102484458,0.00041438867546467873,10480
source,categorical,reviews_per_month,numeric,anova_eta2,0.04221791404774028,5.413952407382694e-90,9383
host_response_time,categorical,id,numeric,anova_eta2,0.017152721146090812,6.955338511367837e-25,6683
host_response_time,categorical,host_listings_count,numeric,anova_eta2,0.007260492628917216,1.530948570028356e-10,6683
host_response_time,categorical,host_total_listings_count,numeric,anova_eta2,0.006516448368775489,1.7743387060595243e-09,6683
host_response_time,categorical,latitude,numeric,anova_eta2,0.0008005133738283893,0.14794343370206495,6683
host_response_time,categorical,longitude,numeric,anova_eta2,0.0026277255032327303,0.0005381555976727043,6683
host_response_time,categorical,accommodates,numeric,anova_eta2,0.0024830491628399765,0.0008515552100471938,6683
host_response_time,categorical,bathrooms,numeric,anova_eta2,0.005555110513521129,3.1650604297045776e-06,5081
host_response_time,categorical,bedrooms,numeric,anova_eta2,0.017821060657982356,2.112205740321104e-25,6564
host_response_time,categorical,beds,numeric,anova_eta2,0.0019403261499180702,0.02027819976597972,5053
host_response_time,categorical,price,numeric,anova_eta2,0.0010195535353705997,0.163200001389175,5023
host_response_time,categorical,minimum_nights,numeric,anova_eta2,0.0008441454469169883,0.13045274042843785,6683
host_response_time,categorical,maximum_nights,numeric,anova_eta2,0.02520161316197226,9.96626126882836e-37,6683
host_response_time,categorical,minimum_minimum_nights,numeric,anova_eta2,0.0007439858667899728,0.1741312156416047,6679
host_response_time,categorical,maximum_minimum_nights,numeric,anova_eta2,0.0018641011846995729,0.005975300657695512,6679
host_response_time,categorical,minimum_maximum_nights,numeric,anova_eta2,0.00031107479022987573,0.556599598219996,6679
host_response_time,categorical,maximum_maximum_nights,numeric,anova_eta2,0.00031110652081998893,0.5565564751590004,6679
host_response_time,categorical,minimum_nights_avg_ntm,numeric,anova_eta2,0.0009591693255625324,0.0932865723892041,6683
host_response_time,categorical,maximum_nights_avg_ntm,numeric,anova_eta2,0.0003107140404764187,0.5568369243898561,6683
host_response_time,categorical,availability_30,numeric,anova_eta2,0.023633813745397945,2.06769121658507e-34,6683
host_response_time,categorical,availability_60,numeric,anova_eta2,0.02847965045946479,1.3786012599028129e-41,6683
host_response_time,categorical,availability_90,numeric,anova_eta2,0.03302740325737749,2.3242468478535975e-48,6683
host_response_time,categorical,availability_365,numeric,anova_eta2,0.022093472439785496,3.866424893290615e-32,6683
host_response_time,categorical,number_of_reviews,numeric,anova_eta2,0.053516167698325026,2.5689931361445753e-79,6683
host_response_time,categorical,number_of_reviews_ltm,numeric,anova_eta2,0.05799505679055564,3.5293328066526885e-86,6683
host_response_time,categorical,number_of_reviews_l30d,numeric,anova_eta2,0.05051061617422797,9.89660001312755e-75,6683
host_response_time,categorical,availability_eoy,numeric,anova_eta2,0.033627907187769694,2.945824360171246e-49,6683
host_response_time,categorical,number_of_reviews_ly,numeric,anova_eta2,0.05325387979687824,6.464845955429287e-79,6683
host_response_time,categorical,estimated_occupancy_l365d,numeric,anova_eta2,0.12664397779633563,9.429639193497243e-196,6683
host_response_time,categorical,estimated_revenue_l365d,numeric,anova_eta2,0.030047768362670462,5.5460029835937546e-33,5023
host_response_time,categorical,review_scores_rating,numeric,anova_eta2,0.03317794349103947,5.444728590956985e-44,6053
host_response_time,categorical,review_scores_accuracy,numeric,anova_eta2,0.029674436895201793,2.9057087257801734e-39,6053
host_response_time,categorical,review_scores_cleanliness,numeric,anova_eta2,0.010341748686724253,1.4190037040972885e-13,6053
host_response_time,categorical,review_scores_checkin,numeric,anova_eta2,0.013929183626998827,2.7852149812922823e-18,6053
host_response_time,categorical,review_scores_communication,numeric,anova_eta2,0.024784487841503108,1.0653433586098552e-32,6053
host_response_time,categorical,review_scores_location,numeric,anova_eta2,0.01343432614526418,1.2479891252669577e-17,6053
host_response_time,categorical,review_scores_value,numeric,anova_eta2,0.020348465709322198,8.843829116222758e-27,6053
host_response_time,categorical,calculated_host_listings_count,numeric,anova_eta2,0.05816919908320958,1.906352418962132e-86,6683
host_response_time,categorical,calculated_host_listings_count_entire_homes,numeric,anova_eta2,0.01245360845121708,4.918706143770227e-18,6683
host_response_time,categorical,calculated_host_listings_count_private_rooms,numeric,anova_eta2,0.07257789764430508,9.302333808471093e-109,6683
host_response_time,categorical,calculated_host_listings_count_shared_rooms,numeric,anova_eta2,0.0033396020673380628,5.531130975433639e-05,6683
host_response_time,categorical,reviews_per_month,numeric,anova_eta2,0.056184695596595134,1.6391674559175546e-75,6053
host_is_superhost,categorical,id,numeric,anova_eta2,0.022624014535098574,1.6581450439869927e-53,10365
host_is_superhost,categorical,host_listings_count,numeric,anova_eta2,8.92211173913418e-06,0.7611115657864351,10362
host_is_superhost,categorical,host_total_listings_count,numeric,anova_eta2,5.280599085943934e-05,0.4595222476503368,10362
host_is_superhost,categorical,latitude,numeric,anova_eta2,0.0020726370228706815,3.5383052740769397e-06,10365
host_is_superhost,categorical,longitude,numeric,anova_eta2,0.0002476257709292459,0.10916003942868134,10365
host_is_superhost,categorical,accommodates,numeric,anova_eta2,0.000940384376355301,0.001793892638051504,10365
host_is_superhost,categorical,bathrooms,numeric,anova_eta2,0.0008272554538629456,0.027511630851079674,5873
host_is_superhost,categorical,bedrooms,numeric,anova_eta2,0.01411887170833258,5.757988470480934e-33,10062
host_is_superhost,categorical,beds,numeric,anova_eta2,8.143467853708847e-06,0.8273319170245979,5845
host_is_superhost,categorical,price,numeric,anova_eta2,0.0005647230710171489,0.06998465890694347,5815
host_is_superhost,categorical,minimum_nights,numeric,anova_eta2,3.3431265233783435e-07,0.9530648641993846,10365
host_is_superhost,categorical,maximum_nights,numeric,anova_eta2,0.010387282338272973,2.4283825278851865e-25,10365
host_is_superhost,categorical,minimum_minimum_nights,numeric,anova_eta2,3.446595239929724e-05,0.5501264682755522,10363
host_is_superhost,categorical,maximum_minimum_nights,numeric,anova_eta2,4.895026868314761e-05,0.476370134531503,10363
host_is_superhost,categorical,minimum_maximum_nights,numeric,anova_eta2,4.2183988976420146e-05,0.5085466203021414,10363
host_is_superhost,categorical,maximum_maximum_nights,numeric,anova_eta2,4.218046242717086e-05,0.5085643416899112,10363
host_is_superhost,categorical,minimum_nights_avg_ntm,numeric,anova_eta2,2.045506428852015e-05,0.6452294371872739,10365
host_is_superhost,categorical,maximum_nights_avg_ntm,numeric,anova_eta2,4.221934514960586e-05,0.508328083974563,10365
host_is_superhost,categorical,availability_30,numeric,anova_eta2,0.008197782725618032,2.564099187093089e-20,10365
host_is_superhost,categorical,availability_60,numeric,anova_eta2,0.02214987224644041,2.068125083976525e-52,10365
host_is_superhost,categorical,availability_90,numeric,anova_eta2,0.03926884527669971,2.8038532883427513e-92,10365
host_is_superhost,categorical,availability_365,numeric,anova_eta2,0.03759484688237657,2.3698525118891197e-88,10365
host_is_superhost,categorical,number_of_reviews,numeric,anova_eta2,0.12573245572442265,9.4276636033765e-305,10365
host_is_superhost,categorical,number_of_reviews_ltm,numeric,anova_eta2,0.10825192444882024,3.601506786979541e-260,10365
host_is_superhost,categorical,number_of_reviews_l30d,numeric,anova_eta2,0.06582627657379352,1.799901277106825e-155,10365
host_is_superhost,categorical,availability_eoy,numeric,anova_eta2,0.04405680984748266,1.5139722093929967e-103,10365
host_is_superhost,categorical,number_of_reviews_ly,numeric,anova_eta2,0.11806433327233,4.3565808319707955e-285,10365
host_is_superhost,categorical,estimated_occupancy_l365d,numeric,anova_eta2,0.332148315792409,0.0,10365
host_is_superhost,categorical,estimated_revenue_l365d,numeric,anova_eta2,0.057454675548522294,8.87794308873397e-77,5815
host_is_superhost,categorical,review_scores_rating,numeric,anova_eta2,0.001583346789931636,0.0001267135540246162,9273
host_is_superhost,categorical,review_scores_accuracy,numeric,anova_eta2,0.0008439972189691694,0.005145494697401697,9273
host_is_superhost,categorical,review_scores_cleanliness,numeric,anova_eta2,0.009748695875389792,1.5824020948881574e-21,9272
host_is_superhost,categorical,review_scores_checkin,numeric,anova_eta2,0.0022866133938731124,4.089734717572727e-06,9273
host_is_superhost,categorical,review_scores_communication,numeric,anova_eta2,0.0008348615523756632,0.005392662262294275,9273
host_is_superhost,categorical,review_scores_location,numeric,anova_eta2,0.0018114821567468814,4.134606439201743e-05,9273
host_is_superhost,categorical,review_scores_value,numeric,anova_eta2,0.0026732131888091695,6.309773875110477e-07,9273
host_is_superhost,categorical,calculated_host_listings_count,numeric,anova_eta2,0.029344763185131805,4.3286664381299683e-69,10365
host_is_superhost,categorical,calculated_host_listings_count_entire_homes,numeric,anova_eta2,0.0041242547442399725,5.983273808040656e-11,10365
host_is_superhost,categorical,calculated_host_listings_count_private_rooms,numeric,anova_eta2,0.04525683906379815,2.2266690080138657e-106,10365
host_is_superhost,categorical,calculated_host_listings_count_shared_rooms,numeric,anova_eta2,0.0001314915663645239,0.24307511842449384,10365
host_is_superhost,categorical,reviews_per_month,numeric,anova_eta2,0.07391239861627953,7.926679169173063e-157,9273
host_verifications,categorical,id,numeric,anova_eta2,0.01916814496167231,5.107796650194538e-41,10477
host_verifications,categorical,host_listings_count,numeric,anova_eta2,0.000265337488653373,0.8360315370254092,10477
host_verifications,categorical,host_total_listings_count,numeric,anova_eta2,0.0002803979177405298,0.8167439115097717,10477
host_verifications,categorical,latitude,numeric,anova_eta2,0.0006071678757050845,0.3840731477320051,10477
host_verifications,categorical,longitude,numeric,anova_eta2,0.0004025627180702636,0.647406127245215,10477
host_verifications,categorical,accommodates,numeric,anova_eta2,0.002068173712569955,0.0013833961232796524,10477
host_verifications,categorical,bathrooms,numeric,anova_eta2,0.002817756641556629,0.010374310518779187,5930
host_verifications,categorical,bedrooms,numeric,anova_eta2,0.0016968466520516676,0.008352163468486907,10172
host_verifications,categorical,beds,numeric,anova_eta2,0.0026484329443635076,0.01583142564197823,5902
host_verifications,categorical,price,numeric,anova_eta2,0.00027483997516982735,0.9516594665894754,5872
host_verifications,categorical,minimum_nights,numeric,anova_eta2,0.00046770604916933367,0.5568357429951898,10477
host_verifications,categorical,maximum_nights,numeric,anova_eta2,0.00290095117852561,3.2659743025596014e-05,10477
host_verifications,categorical,minimum_minimum_nights,numeric,anova_eta2,0.00017020093098951943,0.9386319076085232,10473
host_verifications,categorical,maximum_minimum_nights,numeric,anova_eta2,0.0005706516271941223,0.42596424018152057,10473
host_verifications,categorical,minimum_maximum_nights,numeric,anova_eta2,0.001664673719669624,0.007794193979772445,10473
host_verifications,categorical,maximum_maximum_nights,numeric,anova_eta2,0.0016646919511087133,0.007793600695176369,10473
host_verifications,categorical,minimum_nights_avg_ntm,numeric,anova_eta2,0.00045627713867159466,0.5724250624258617,10477
host_verifications,categorical,maximum_nights_avg_ntm,numeric,anova_eta2,0.0016630397786209354,0.007826769966642722,10477
host_verifications,categorical,availability_30,numeric,anova_eta2,0.0014751860608570192,0.016968308350412922,10477
host_verifications,categorical,availability_60,numeric,anova_eta2,0.0015453549222004214,0.012742364571206012,10477
host_verifications,categorical,availability_90,numeric,anova_eta2,0.001836247845987682,0.0037664106057270484,10477
host_verifications,categorical,availability_365,numeric,anova_eta2,0.0024375194716393365,0.0002691837936138869,10477
host_verifications,categorical,number_of_reviews,numeric,anova_eta2,0.0014614501813424662,0.01793978229461773,10477
host_verifications,categorical,number_of_reviews_ltm,numeric,anova_eta2,0.0011509625630281696,0.06064749713588939,10477
host_verifications,categorical,number_of_reviews_l30d,numeric,anova_eta2,0.0012292247008029026,0.0449756947135017,10477
host_verifications,categorical,availability_eoy,numeric,anova_eta2,0.0020274514050407713,0.0016520937265040272,10477
host_verifications,categorical,number_of_reviews_ly,numeric,anova_eta2,0.000961149023123224,0.1217352630937326,10477
host_verifications,categorical,estimated_occupancy_l365d,numeric,anova_eta2,0.0027166883276075297,7.602671950044923e-05,10477
host_verifications,categorical,estimated_revenue_l365d,numeric,anova_eta2,0.0007997198461433062,0.5836369585845851,5872
host_verifications,categorical,review_scores_rating,numeric,anova_eta2,0.0031536635025935355,4.6572081364852715e-05,9380
host_verifications,categorical,review_scores_accuracy,numeric,anova_eta2,0.0018739922894630318,0.0073570013892241305,9380
host_verifications,categorical,review_scores_cleanliness,numeric,anova_eta2,0.0030651496902120343,6.704670833119679e-05,9379
host_verifications,categorical,review_scores_checkin,numeric,anova_eta2,0.002461991045418236,0.0007605816890966146,9380
host_verifications,categorical,review_scores_communication,numeric,anova_eta2,0.002544246986402123,0.0005488460993259884,9380
host_verifications,categorical,review_scores_location,numeric,anova_eta2,0.0014748031359169498,0.03151702431827354,9380
host_verifications,categorical,review_scores_value,numeric,anova_eta2,0.0027809095239463228,0.0002126206501549317,9380
host_verifications,categorical,calculated_host_listings_count,numeric,anova_eta2,0.006158475058378021,4.988539487393023e-12,10477
host_verifications,categorical,calculated_host_listings_count_entire_homes,numeric,anova_eta2,0.017147842383748575,1.9529061632107282e-36,10477
host_verifications,categorical,calculated_host_listings_count_private_rooms,numeric,anova_eta2,0.0016138960367551866,0.009603147862525861,10477
host_verifications,categorical,calculated_host_listings_count_shared_rooms,numeric,anova_eta2,0.0012266150603880838,0.04543067712837308,10477
host_verifications,categorical,reviews_per_month,numeric,anova_eta2,0.001267916419519584,0.0643697809593677,9380
host_has_profile_pic,categorical,id,numeric,anova_eta2,0.012528495832510549,1.4525815877179433e-30,10477
host_has_profile_pic,categorical,host_listings_count,numeric,anova_eta2,8.28685619092113e-05,0.3514977368722687,10477
host_has_profile_pic,categorical,host_total_listings_count,numeric,anova_eta2,8.234022267606514e-05,0.35303774762561235,10477
host_has_profile_pic,categorical,latitude,numeric,anova_eta2,0.00022150836985763292,0.12768337631425894,10477
host_has_profile_pic,categorical,longitude,numeric,anova_eta2,7.398753630141454e-06,0.780716386944581,10477
host_has_profile_pic,categorical,accommodates,numeric,anova_eta2,0.00015329487670159262,0.20508175000855203,10477
host_has_profile_pic,categorical,bathrooms,numeric,anova_eta2,0.0003528540612940442,0.14808068355447798,5930
host_has_profile_pic,categorical,bedrooms,numeric,anova_eta2,3.494650808073238e-06,0.8504708617914174,10172
host_has_profile_pic,categorical,beds,numeric,anova_eta2,2.0699201524627084e-05,0.7267505338364066,5902
host_has_profile_pic,categorical,price,numeric,anova_eta2,7.096278546100083e-06,0.8382850319375488,5872
host_has_profile_pic,categorical,minimum_nights,numeric,anova_eta2,9.761917625869448e-07,0.9194557071985886,10477
host_has_profile_pic,categorical,maximum_nights,numeric,anova_eta2,0.0011992907914866635,0.0003920913226793774,10477
host_has_profile_pic,categorical,minimum_minimum_nights,numeric,anova_eta2,1.0676368583028594e-06,0.9157970844718826,10473
host_has_profile_pic,categorical,maximum_minimum_nights,numeric,anova_eta2,8.307961660745947e-06,0.7680406596222146,10473
host_has_profile_pic,categorical,minimum_maximum_nights,numeric,anova_eta2,2.7027653704115895e-06,0.86640699312734,10473
host_has_profile_pic,categorical,maximum_maximum_nights,numeric,anova_eta2,2.7030766557976235e-06,0.8663993724924101,10473
host_has_profile_pic,categorical,minimum_nights_avg_ntm,numeric,anova_eta2,7.76865363556941e-07,0.9281228250027589,10477
host_has_profile_pic,categorical,maximum_nights_avg_ntm,numeric,anova_eta2,2.7008758656040635e-06,0.8664279930310478,10477
host_has_profile_pic,categorical,availability_30,numeric,anova_eta2,0.0011623112411640393,0.00048260382342328904,10477
host_has_profile_pic,categorical,availability_60,numeric,anova_eta2,0.0008905092158940032,0.002252117038945136,10477
host_has_profile_pic,categorical,availability_90,numeric,anova_eta2,0.0007387423917345327,0.0053986375832678546,10477
host_has_profile_pic,categorical,availability_365,numeric,anova_eta2,0.0010872248580700427,0.000736685322852457,10477
host_has_profile_pic,categorical,number_of_reviews,numeric,anova_eta2,0.0012917718905034292,0.00023360562720122462,10477
host_has_profile_pic,categorical,number_of_reviews_ltm,numeric,anova_eta2,0.00042960225452767727,0.033878293109598556,10477
host_has_profile_pic,categorical,number_of_reviews_l30d,numeric,anova_eta2,0.0003206011072564544,0.06685184788796751,10477
host_has_profile_pic,categorical,availability_eoy,numeric,anova_eta2,0.000677613659717964,0.00770809358508935,10477
host_has_profile_pic,categorical,number_of_reviews_ly,numeric,anova_eta2,0.0006228146831180961,0.010632640819905755,10477
host_has_profile_pic,categorical,estimated_occupancy_l365d,numeric,anova_eta2,0.0007815893074378065,0.0042122893109581136,10477
host_has_profile_pic,categorical,estimated_revenue_l365d,numeric,anova_eta2,0.00032435727107801285,0.16761745571665687,5872
host_has_profile_pic,categorical,review_scores_rating,numeric,anova_eta2,0.00015345258342299527,0.23028308820905827,9380
host_has_profile_pic,categorical,review_scores_accuracy,numeric,anova_eta2,0.0005935718848921848,0.018292968873023046,9380
host_has_profile_pic,categorical,review_scores_cleanliness,numeric,anova_eta2,3.2457799144619973e-06,0.8615088891993322,9379
host_has_profile_pic,categorical,review_scores_checkin,numeric,anova_eta2,4.882234655406326e-07,0.9460536970066873,9380
host_has_profile_pic,categorical,review_scores_communication,numeric,anova_eta2,7.499816980705861e-06,0.7908571993239387,9380
host_has_profile_pic,categorical,review_scores_location,numeric,anova_eta2,5.969512830961631e-05,0.4543377030047129,9380
host_has_profile_pic,categorical,review_scores_value,numeric,anova_eta2,0.0001106482501993789,0.3083659981605694,9380
host_has_profile_pic,categorical,calculated_host_listings_count,numeric,anova_eta2,0.0008522103760987845,0.0028048082200201525,10477
host_has_profile_pic,categorical,calculated_host_listings_count_entire_homes,numeric,anova_eta2,0.00020532644736634357,0.14248516504287717,10477
host_has_profile_pic,categorical,calculated_host_listings_count_private_rooms,numeric,anova_eta2,0.0008333656130578819,0.003125486196998161,10477
host_has_profile_pic,categorical,calculated_host_listings_count_shared_rooms,numeric,anova_eta2,7.137144027881294e-05,0.3872349814252415,10477
last_scraped,categorical,source,categorical,chi2_cramers_v,0.0,1.0,10480
host_has_profile_pic,categorical,room_type,categorical,chi2_cramers_v,0.025378031447965823,0.08039097183089489,10477
last_scraped,categorical,room_type,categorical,chi2_cramers_v,0.0,1.0,10480
source,categorical,has_availability,categorical,chi2_cramers_v,0.0,1.0,10137
source,categorical,host_is_superhost,categorical,chi2_cramers_v,0.23301715373220472,2.0800007844835304e-124,10365
host_is_superhost,categorical,host_verifications,categorical,chi2_cramers_v,0.048558772305613576,0.0004346111509402993,10362
host_is_superhost,categorical,has_availability,categorical,chi2_cramers_v,0.0,1.0,10022
host_verifications,categorical,calendar_last_scraped,categorical,chi2_cramers_v,0.0,1.0,10477
source,categorical,host_verifications,categorical,chi2_cramers_v,0.06137806380291354,5.789665346200816e-07,10477
host_is_superhost,categorical,calendar_last_scraped,categorical,chi2_cramers_v,0.0,1.0,10365
host_response_time,categorical,has_availability,categorical,chi2_cramers_v,0.0,1.0,6587
last_scraped,categorical,host_verifications,categorical,chi2_cramers_v,0.0,1.0,10477
source,categorical,calendar_last_scraped,categorical,chi2_cramers_v,0.0,1.0,10480
host_verifications,categorical,has_availability,categorical,chi2_cramers_v,0.0,1.0,10135
last_scraped,categorical,instant_bookable,categorical,chi2_cramers_v,0.0,1.0,10480
last_scraped,categorical,has_availability,categorical,chi2_cramers_v,0.0,1.0,10137
last_scraped,categorical,host_has_profile_pic,categorical,chi2_cramers_v,0.0,1.0,10477
host_has_profile_pic,categorical,instant_bookable,categorical,chi2_cramers_v,0.006955221766066689,0.4765160827919649,10477
has_availability,categorical,calendar_last_scraped,categorical,chi2_cramers_v,0.0,1.0,10137
host_is_superhost,categorical,host_has_profile_pic,categorical,chi2_cramers_v,0.0420683959695951,1.849659689762583e-05,10362
source,categorical,room_type,categorical,chi2_cramers_v,0.15856256020328977,7.907492325526141e-57,10480
host_response_time,categorical,instant_bookable,categorical,chi2_cramers_v,0.4181382791831145,5.125448296144266e-253,6683
host_response_time,categorical,calendar_last_scraped,categorical,chi2_cramers_v,0.0,1.0,6683
host_response_time,categorical,room_type,categorical,chi2_cramers_v,0.18773630817593115,2.602927953147899e-146,6683
host_has_profile_pic,categorical,calendar_last_scraped,categorical,chi2_cramers_v,0.0,1.0,10477
source,categorical,host_response_time,categorical,chi2_cramers_v,0.07137732609234385,1.9354662981552683e-07,6683
host_is_superhost,categorical,room_type,categorical,chi2_cramers_v,0.357811456653433,2.0172534081183439e-287,10365
host_has_profile_pic,categorical,has_availability,categorical,chi2_cramers_v,0.0,1.0,10135
last_scraped,categorical,host_response_time,categorical,chi2_cramers_v,0.0,1.0,6683
host_response_time,categorical,host_is_superhost,categorical,chi2_cramers_v,0.31028215242163326,1.585907831171191e-137,6606
last_scraped,categorical,host_is_superhost,categorical,chi2_cramers_v,0.0,1.0,10365
room_type,categorical,instant_bookable,categorical,chi2_cramers_v,0.4023898033450201,0.0,10480
host_verifications,categorical,room_type,categorical,chi2_cramers_v,0.03510324902710204,0.00309677939284776,10477
host_is_superhost,categorical,instant_bookable,categorical,chi2_cramers_v,0.18611365384910936,4.5887313008204924e-80,10365
room_type,categorical,calendar_last_scraped,categorical,chi2_cramers_v,0.0,1.0,10480
host_response_time,categorical,host_has_profile_pic,categorical,chi2_cramers_v,0.05599716987466712,0.0001075264216164248,6683
host_response_time,categorical,host_verifications,categorical,chi2_cramers_v,0.056789648384077414,3.538904333938105e-07,6683
source,categorical,instant_bookable,categorical,chi2_cramers_v,0.12403846381295767,6.062170206024835e-37,10480
has_availability,categorical,instant_bookable,categorical,chi2_cramers_v,0.0,1.0,10137
host_verifications,categorical,host_has_profile_pic,categorical,chi2_cramers_v,0.10830560681646186,4.013535347811622e-24,10477
